AutoInc, Location-zipcode, Location-state, Location-city, Location-areacode, Location-prefix, Location-extension, Location-street, Name-First, Name-Last, Name-Gender,
642.0, 38024, Tennessee, Dyersburg, 731, 285, 6454, 38 LEIGH, JOHNSON, Helms, Male,
643.0, 99559, Alaska, ATMAUTLUAK, 907, 467, 4936, 403 NEWTOK, KARLA, Huffine, Female,
644.0, 52001, Iowa, Dubuque, 563, 581, 5904, 6 FRANCIS, HERBERT, Baker, Male,
645.0, 34689, Florida, Tarpon Springs, 727, 942, 7701, 3 LYNNLEA, ROSE, King, Female,
646.0, 28721, North Carolina, Clyde, 828, 627, 0583, 4 LUCKY, BRIAN, Chrisman, Male,
647.0, 40330, Kentucky, HARRODSBURG, 606, 404, 5445, 13 WALNUT, IAN, Kim, Male,
648.0, 81004, Colorado, Pueblo, 719, 561, 9711, 76 LAMAR, HENRY, Carleton, Male,
649.0, 23234, Virginia, Richmond, 804, 714, 5491, 64 SKIPPING ROCK, DAVID, Railey, Male,
650.0, 62002, Illinois, ALTON, 618, 433, 1259, 15 MCCORMICK, GEORGE, Whitaker, Male,
651.0, 67212, Kansas, Wichita, 316, 721, 7667, 15 ASHLEY PARK, MANUEL, Tea, Male,
652.0, 48204, Michigan, DETROIT, 313, 933, 6499, 89 JEFFRIES, ELMER, Aust, Male,
653.0, 77445, Texas, HEMPSTEAD, 409, 243, 7828, 3 LEVANDOWSKI, ELSIE, Wilson, Female,
654.0, 40165, Kentucky, Shepherdsville, 502, 215, 4405, 28 BUTTONWOOD, JAMISON, Smith, Male,
655.0, 50003, Iowa, Adel, 515, 993, 0206, 33 12TH, MICHAEL, Thomas, Male,
656.0, 95988, California, Willows, 530, 934, 6395, 11 VENTURA, JACQUELINE, Roberts, Female,
657.0, 93550, California, Palmdale, 661, 225, 6725, 22 SYRAH, EVA, Lewis, Female,
658.0, 13160, New York, UNION SPRINGS, 315, 889, 7643, 9 ALLENS POINT, DAVID, Martin, Male,
659.0, 98155, Washington, Seattle, 206, 368, 7957, 252 180TH, RONALD, Collins, Male,
660.0, 10025, New York, New York, 212, 663, 8584, 1892 101ST, HANS, Zajicek, Male,
661.0, 75901, Texas, Lufkin, 936, 639, 7841, 2 RAIN DROP, CARL, Okeefe, Male,
662.0, 07047, New Jersey, NORTH BERGEN, 201, 295, 6300, 51 52ND, JASON, Johnson, Male,
663.0, 44004, Ohio, Ashtabula, 440, 536, 9594, 45 ELK, PATRICK, Pannell, Male,
664.0, 48235, Michigan, SOUTHFIELD, 586, 625, 0807, 527 SUSSEX, PATRICIA, Peters, Female,
665.0, 48329, Michigan, WATERFORD, 248, 618, 7286, 29 WALTON, RICKY, Blanchard, Male,
666.0, 79762, Texas, Odessa, 432, 367, 3852, 92 DEVONIAN, ANTHONY, Rigney, Male,
667.0, 88101, New Mexico, EL VALLE, 575, 458, 4578, 2 6TH, MICHEAL, Wells, Male,
668.0, 85501, Arizona, GLOBE, 928, 425, 7025, 27 ALAMO, WILLIAM, Tompkins, Male,
669.0, 68114, Nebraska, Omaha, 402, 815, 8882, 47 PO BOX, CLARK, Fisher, Male,
670.0, 37643, Tennessee, ELIZABETHTON, 423, 297, 7258, 28 BOWERS, RALPH, Peiffer, Male,
671.0, 82601, Wyoming, Casper, 307, 235, 4241, 56 OMAHA, AUDREY, Cyr, Female,
672.0, 48097, Michigan, Yale, 810, 387, 2701, 29 OWENS, STEPHAN, Jones, Male,
673.0, 83338, Idaho, Jerome, 208, 324, 7991, 61 FALISHA, TIMOTHY, Narvaez, Male,
674.0, 11735, New York, Farmingdale, 516, 753, 7297, 55 DUANE, SUNG, Blanche, Male,
675.0, 18103, Pennsylvania, Allentown, 610, 797, 8749, 58 HILLSIDE, JEFFREY, Goebel, Male,
676.0, 65301, Missouri, Sedalia, 660, 221, 5804, 9 RADIO HILL, TRACIE, Jackson, Female,
677.0, 71325, Louisiana, CHENEYVILLE, 318, 279, 0256, 29 LOYD BRIDGE, RUTH, Boyce, Female,
678.0, 90028, California, Hollywood, 323, 461, 8401, 309 SUNSET, ISAAC, Read, Male,
679.0, 21701, Maryland, FREDERICK, 301, 639, 7112, 40 WASHINGTON, EARL, Brantley, Male,
680.0, 08723, New Jersey, WEST OSBORNSVILLE, 732, 451, 9778, 31 COURTSHIRE, ALLEN, Roby, Male,
681.0, 49546, Michigan, Grand Rapids, 231, 394, 0407, 23 WINSFIELD, GENOVEVA, Merrill, Female,
682.0, 53066, Wisconsin, MAPLETON, 262, 200, 1454, 26 NEWPORT, JOAN, Seay, Female,
683.0, 55343, Minnesota, HOPKINS, 612, 304, 0917, 72 OAK CHAISE, GARY, Castaneda, Male,
684.0, 61201, Illinois, Rock Island, 309, 779, 6901, 92 5TH, JOSEPH, Ennis, Male,
685.0, 77036, Texas, Houston, 281, 943, 2827, 187 STONEY BROOK, JOSE, Ramirez, Male,
686.0, 92627, California, Costa Mesa, 949, 630, 8040, 176 BOSQUE, MARY, Bryant, Female,
687.0, 31406, Georgia, SAVANNAH, 912, 920, 2345, 70 DYCHES, CHARLES, Cross, Male,
688.0, 35550, Alabama, Cordova, 205, 483, 5476, 23 CARVER, SABRINA, Godfrey, Female,
689.0, 97230, Oregon, Portland, 503, 939, 1688, 210 TRACEY, JOSHUA, Charles, Male,
690.0, 60103, Illinois, BARTLETT, 630, 213, 9470, 110 BUTTERCUP, ALICE, Morrison, Female,
691.0, 11743, New York, Huntington, 516, 247, 1396, 34 ONTARIO, ROBERT, Jones, Male,
692.0, 75043, Texas, Garland, 214, 303, 5604, 80 WOODMEADOW, RUSSELL, Vacca, Male,
693.0, 20901, Maryland, SILVER SPRING, 301, 649, 1274, 122 SNURE, DONALD, Davis, Male,
694.0, 71730, Arkansas, El Dorado, 501, 875, 9873, 37 PINSON, RICHARD, Lane, Male,
695.0, 70663, Louisiana, CARLYSS, 337, 558, 1923, 3 SAINT THERESA, RICHARD, Calhoun, Male,
696.0, 45640, Ohio, Jackson, 740, 286, 6255, 21 ABBEY, RAYMOND, Butler, Male,
697.0, 26101, West Virginia, Parkersburg, 304, 424, 0588, 26 MARIETTA, PATRICIA, Jordan, Female,
698.0, 27713, North Carolina, DURHAM, 919, 599, 8185, 1 SILHOUETTE, NORMAN, Thornton, Male,
699.0, 88201, New Mexico, Roswell, 575, 627, 0906, 1 BERRENDO, FRANCES, Todd, Female,
700.0, 21639, Maryland, GREENSBORO, 410, 482, 7551, 2 WOTHERS, ANDREW, Thigpen, Male,
701.0, 97520, Oregon, Ashland, 541, 331, 8735, 29 HILLS, TYLER, Wright, Male,
702.0, 87112, New Mexico, Albuquerque, 505, 296, 4025, 38 KIRBY, MARTIN, Sturtz, Male,
703.0, 90255, California, Huntington Park, 323, 587, 8180, 334 56TH, FREIDA, Ralston, Female,
704.0, 60103, Illinois, BARTLETT, 630, 736, 0642, 17 NINA, IRWIN, Vega, Male,
705.0, 98226, Washington, BELLINGHAM, 360, 758, 7459, 79 TREE FARM, CHRISTOPHER, Ramirez, Male,
706.0, 25801, West Virginia, BECKLEY, 304, 667, 0081, 32 MCGINNIS CEMETARY, RACHAEL, Brown, Female,
707.0, 23113, Virginia, MIDLOTHIAN, 804, 744, 1750, 11 JAMES RIVER, TED, Brandt, Male,
708.0, 30253, Georgia, Mcdonough, 678, 432, 1812, 11 SIMPSON MILL, JESSICA, Hunter, Female,
709.0, 35242, Alabama, Birmingham, 205, 587, 0791, 13 EAGLE LAKE, KRISTINA, Abramson, Female,
710.0, 02816, Rhode Island, COVENTRY, 401, 392, 5078, 28 VERONICA, MELISSA, Lewis, Female,
711.0, 61201, Illinois, Rock Island, 309, 782, 6138, 92 38TH, JESSICA, Mcdowell, Female,
712.0, 10463, New York, Bronx, 718, 548, 6081, 471 238TH, CLAUDIA, Mattera, Female,
713.0, 78550, Texas, Harlingen, 956, 566, 0856, 55 KIMBLE, ELIDIA, Keith, Female,
714.0, 78741, Texas, AUSTIN, 512, 579, 5738, 151 CORIANDER, ANNA, Stuart, Female,
715.0, 45241, Ohio, Sharonville, 812, 209, 0341, 4 MCCAULY, LEOLA, Jeffreys, Female,
716.0, 64840, Missouri, DIAMOND, 417, 325, 2522, 6 HIGHWAY FF, PATSY, Pumphrey, Female,
717.0, 44121, Ohio, SOUTH EUCLID, 216, 382, 8027, 127 METROPOLITAN PARK, CHARISSA, Martin, Female,
718.0, 43614, Ohio, TOLEDO, 419, 382, 3521, 49 BROOK CLIFFE, DOROTHY, Wolfram, Female,
719.0, 33543, Florida, WESLEY CHAPEL, 813, 333, 7145, 2 LANDBRIDGE, THOMAS, Harbison, Male,
720.0, 64130, Missouri, Kansas City, 816, 861, 3661, 248 42ND, WENDY, Ketter, Female,
721.0, 60050, Illinois, MC HENRY, 815, 363, 3628, 98 LUCINA, JACQUELINE, Oshields, Female,
722.0, 63042, Missouri, Hazelwood, 573, 703, 5584, 27 HURSTBOROUGH, MATTIE, Rodriguez, Female,
723.0, 60634, Illinois, Chicago, 331, 481, 0858, 566 MULLIGAN, LISA, Simmons, Female,
724.0, 72834, Arkansas, Dardanelle, 479, 229, 0012, 4 RED HILL, SHIRLEY, Shoemaker, Female,
725.0, 07203, New Jersey, ROSELLE, 908, 245, 1150, 53 1ST, SAMUEL, Dye, Male,
726.0, 10461, New York, Bronx, 347, 493, 0134, 66 MACLAY, ROBIN, Mims, Female,
727.0, 44077, Ohio, PAINESVILLE, 440, 254, 6852, 25 THE CAPES, SCOTT, Bowler, Male,
728.0, 54304, Wisconsin, GREEN BAY, 715, 330, 4129, 95 CORMIER, LARRY, Fong, Male,
729.0, 97230, Oregon, Portland, 503, 318, 0650, 68 ALTON, JOSEPHINE, Scott, Female,
730.0, 30642, Georgia, GREENSBORO, 706, 453, 1069, 5 FOUNDERS, JACQUELINE, Bradley, Female,
731.0, 85284, Arizona, Tempe, 480, 285, 5139, 78 ASH, ANGELA, Presley, Female,
732.0, 63040, Missouri, POND, 636, 405, 3188, 24 SURFVIEW, MARGARET, Head, Female,
733.0, 01077, Massachusetts, SOUTHWICK, 413, 569, 4834, 16 GRANVILLE, ROSA, Carpenter, Female,
734.0, 01151, Massachusetts, INDIAN ORCHARD, 413, 273, 6646, 41 FAIRHAVEN, LAURA, Lund, Female,
735.0, 32340, Florida, MADISON, 850, 253, 6507, 6 CARSON, JERRY, Williams, Male,
736.0, 27041, North Carolina, PILOT MOUNTAIN, 336, 368, 9073, 10 FRIENDLY, HAROLD, Moldenhauer, Male,
737.0, 01721, Massachusetts, ASHLAND, 508, 231, 2584, 15 KINGS, JOANNE, Wilson, Female,
738.0, 99701, Alaska, Fairbanks, 907, 369, 8689, 20 14TH, NICOLE, Taylor, Female,
739.0, 78834, Texas, Carrizo Springs, 830, 876, 8276, 38 WILLIAMS, DARLA, Mcfadden, Female,
740.0, 99901, Alaska, KASAAN, 907, 247, 5276, 15 TROLLERS, JANE, Meadors, Female,
741.0, 33069, Florida, Pompano Beach, 305, 384, 2308, 18 27TH, JONATHAN, Gonzalez, Male,
742.0, 83605, Idaho, Caldwell, 208, 453, 3786, 28 GOLDEN GLOW, SCOTTIE, Martin, Male,
743.0, 44833, Ohio, GALION, 419, 462, 6346, 10 MANSFIELD, CHRISTINA, Shurtz, Female,
744.0, 52748, Iowa, Eldridge, 563, 285, 4504, 49 MAPLE, BONNIE, Allen, Female,
745.0, 13365, New York, LITTLE FALLS, 315, 823, 9064, 17 SCHALLS HOLLOW, NELSON, Blau, Male,
746.0, 98040, Washington, Mercer Island, 206, 232, 2500, 89 32ND, THOMAS, Ware, Male,
747.0, 90044, California, Los Angeles, 323, 779, 4976, 841 PO BOX, LORI, Paulsen, Female,
748.0, 93221, California, Exeter, 559, 592, 2136, 55 VINE, JOHNNY, Means, Male,
749.0, 27025, North Carolina, Madison, 336, 427, 0126, 18 LANDRETH, MARY, Freed, Female,
750.0, 52601, Iowa, BURLINGTON, 319, 237, 3023, 34 AETNA, ANDREW, Baldwin, Male,
751.0, 36925, Alabama, YORK, 205, 392, 4267, 7 RAILROAD, JUANITA, Brook, Female,
752.0, 85201, Arizona, Mesa, 480, 834, 4053, 94 LEHI, JAVIER, Harris, Male,
753.0, 07748, New Jersey, MIDDLETOWN -MONMOUTH, 732, 957, 2848, 33 RENIER, JEFFREY, Tipton, Male,
754.0, 74501, Oklahoma, Mcalester, 918, 302, 3884, 58 CROOKED OAK, BRENDA, Hardcastle, Female,
755.0, 07112, New Jersey, NEWARK, 973, 923, 8964, 232 ELIZABETH, COREY, Sykes, Male,
756.0, 37146, Tennessee, PLEASANT VIEW, 615, 746, 3795, 8 GEORGE KNOX, DUSTIN, Berends, Male,
757.0, 15106, Pennsylvania, Carnegie, 412, 276, 9079, 33 OAK, PATRICK, Kimmel, Male,
758.0, 44266, Ohio, RAVENNA, 330, 296, 9575, 44 GLENRICH, KARL, Ivy, Male,
759.0, 78664, Texas, AUSTIN, 512, 704, 0076, 28 SUNSET, EDITH, Thomas, Female,
760.0, 42066, Kentucky, WEST PLAINS, 270, 247, 6583, 36 CROWDER, EMMA, Yen, Female,
761.0, 99701, Alaska, YUKON VENTURES CAMP, 907, 479, 7417, 12 GILMORE, WILLIAM, Rook, Male,
762.0, 43567, Ohio, Wauseon, 419, 330, 8752, 61 APACHE, CHARLES, Heuer, Male,
763.0, 92701, California, Santa Ana, 657, 622, 6122, 482 MARTHA, LEONARD, Cornett, Male,
764.0, 30540, Georgia, Ellijay, 678, 452, 3289, 16 APPIAN, MARJORY, Tolman, Female,
765.0, 60103, Illinois, BARTLETT, 630, 213, 4612, 32 POPPY, THOMAS, Holly, Male,
766.0, 19040, Pennsylvania, Hatboro, 215, 293, 6838, 0 SPRINGBROOK, SHELTON, Dickson, Male,
767.0, 20676, Maryland, MUTUAL, 410, 495, 2723, 18 MIA, ANTHONY, Bishop, Male,
768.0, 13202, New York, Syracuse, 315, 519, 2922, 61 KING, WILLIAM, Hawkins, Male,
769.0, 46360, Indiana, Michigan City, 219, 814, 2408, 12 VAIL, EDEN, Dean, Female,
770.0, 98033, Washington, Kirkland, 425, 828, 2941, 60 62ND, KATHERINE, Wolfe, Female,
771.0, 83642, Idaho, EAGLE, 208, 866, 7879, 7 HAVEN COVE, SANDY, Weaver, Female,
772.0, 21113, Maryland, ODENTON, 301, 912, 7303, 36 HUNTOVER, ADAM, Minor, Male,
773.0, 11757, New York, Lindenhurst, 631, 225, 2000, 61 SANDS, MARK, Santana, Male,
774.0, 64134, Missouri, Kansas City, 816, 763, 6037, 144 ELM, JOHN, Rice, Male,
775.0, 40065, Kentucky, SHELBYVILLE, 502, 647, 1121, 18 HARRIS, EMILY, Bock, Female,
776.0, 10011, New York, New York, 516, 855, 6330, 1079 MACDOUGAL, HEATHER, Akins, Female,
777.0, 29150, South Carolina, Sumter, 803, 418, 0576, 15 BLACKWELL, KYLIE, Crocker, Female,
778.0, 97008, Oregon, Beaverton, 503, 389, 4560, 39 HALTER, JACQUELYNN, Dabbs, Female,
779.0, 72015, Arkansas, Benton, 501, 778, 1122, 25 MEADOW HOLLOW, ERIK, Harmon, Male,
780.0, 48167, Michigan, NORTHVILLE, 248, 347, 8296, 8 HORTON, WILLIE, Harper, Male,
781.0, 28412, North Carolina, Wilmington, 910, 414, 4537, 40 WARD, PAMELA, Gardner, Female,
782.0, 46936, Indiana, GREENTOWN, 765, 628, 9094, 24 BLOOM, JULIO, Meyer, Male,
783.0, 21801, Maryland, SALISBURY, 410, 422, 7903, 18 CENTRE, MICKIE, Brown, Female,
784.0, 90057, California, Los Angeles, 213, 637, 6162, 830 GLERREL, ELDRIDGE, Williams, Male,
785.0, 06840, Connecticut, NEW CANAAN, 203, 801, 2331, 43 WEED, MARGARET, Ogrady, Female,
786.0, 57702, South Dakota, Rapid City, 605, 721, 0231, 8 LIME CREEK, JOHN, Deloach, Male,
787.0, 74728, Oklahoma, OAK HILL, 580, 420, 5155, 84 MIMOSA, MOHAMMAD, Hawk, Male,
788.0, 24477, Virginia, STUARTS DRAFT, 540, 324, 4847, 18 KALIN, ALEXANDRIA, Kiely, Female,
789.0, 56472, Minnesota, BREEZY POINT, 218, 562, 1500, 0 JANICES ESTATES II, MARY, Griffin, Female,
790.0, 63303, Missouri, ST PETERS, 573, 795, 7551, 40 SCENIC COVE, COREY, Gonzales, Male,
791.0, 87111, New Mexico, Albuquerque, 505, 681, 5410, 11 MURIFIELD, SANDRA, Scott, Female,
792.0, 59405, Montana, GREAT FALLS, 406, 217, 1756, 125 34TH, MANUEL, Bryant, Male,
793.0, 90250, California, Hawthorne, 310, 676, 2245, 168 OCEAN GATE, MARK, Reardon, Male,
794.0, 60031, Illinois, GURNEE, 847, 855, 5522, 17 NURSERY, ANDREW, Allaire, Male,
795.0, 53149, Wisconsin, Mukwonago, 262, 363, 0318, 18 SHADY, NICHOLE, Flores, Female,
796.0, 26726, West Virginia, KEYSER, 301, 786, 2604, 38 GRAND, DANNY, Burns, Male,
797.0, 15209, Pennsylvania, MILLVALE, 412, 821, 2017, 37 E, WILLIAM, Cox, Male,
798.0, 96792, Hawaii, MAKAHA, 808, 668, 5397, 51 PUA, MICHAEL, Vining, Male,
799.0, 11561, New York, Long Beach, 516, 889, 6599, 127 NEW HAMPSHIRE, RICK, Smith, Male,
800.0, 78539, Texas, Edinburg, 956, 380, 0633, 57 RHIN, WILLIE, Jacobsen, Male,
801.0, 01757, Massachusetts, MILFORD, 508, 482, 8458, 41 JANOCK, BERNICE, Blackmon, Female,
802.0, 52807, Iowa, Davenport, 319, 601, 8448, 22 HEATHER, ALVARO, Baker, Male,
803.0, 47374, Indiana, Richmond, 765, 692, 0910, 90 GLEN MILLER, DANIELLE, Montgomery, Female,
804.0, 34744, Florida, Kissimmee, 407, 962, 2704, 30 SALLYS, DANIELLE, Matheson, Female,
805.0, 54304, Wisconsin, Green Bay, 715, 330, 4414, 36 DUTTON, PAMELA, Hunt, Female,
806.0, 51537, Iowa, JACKSONVILLE, 712, 236, 5248, 12 LINCOLN, ARTHUR, Wood, Male,
807.0, 26003, West Virginia, Warwood, 304, 313, 7391, 49 LONGVUE ACRES, GABRIEL, Herrera, Male,
808.0, 92123, California, SAN DIEGO, 619, 378, 8300, 46 RON, CHARLES, Spears, Male,
809.0, 97225, Oregon, Portland, 503, 883, 8009, 49 FOOTHILL, ANGELINA, Wilson, Female,
810.0, 92346, California, Highland, 909, 862, 0627, 17 WATER, FILOMENA, Lewis, Female,
811.0, 33012, Florida, MIAMI, 786, 257, 6099, 436 52ND, THOMAS, Ervin, Male,
812.0, 23323, Virginia, CHESAPEAKE, 757, 673, 4623, 3 LIDO, JOHN, Roberts, Male,
813.0, 29501, South Carolina, Florence, 843, 260, 2168, 19 BURRIS, MARY, Pulley, Female,
814.0, 06320, Connecticut, NEW LONDON, 203, 818, 4351, 78 RAYMOND, JUAN, Lachance, Male,
815.0, 88240, New Mexico, TORRINGTON, 307, 401, 5996, 12 COCHRAN, ROBIN, Fitzgerald, Female,
816.0, 92220, California, Banning, 951, 769, 9378, 40 CASTLE PINES, KAYLA, Yi, Female,
817.0, 16701, Pennsylvania, Bradford, 814, 362, 0799, 30 BARBOUR, ROSE, Han, Female,
818.0, 95677, California, Rocklin, 916, 625, 3946, 19 BUXTON, STEPHEN, Thomas, Male,
819.0, 77630, Texas, Orange, 409, 882, 7209, 1 LEXINGTON, JAY, Cuevas, Male,
820.0, 42071, Kentucky, Murray, 270, 762, 2039, 7 HEATHER, LUCINDA, Torres, Female,
821.0, 02909, Rhode Island, Providence, 401, 285, 3157, 106 HENRY, RICHARD, Loudermilk, Male,
822.0, 75189, Texas, Royse City, 469, 721, 4772, 12 COUNTY ROAD 2647, MARSHA, Betts, Female,
823.0, 87410, New Mexico, AZTEC, 505, 333, 1385, 31 RR 2, DENNIS, Doherty, Male,
824.0, 35806, Alabama, HUNTSVILLE, 256, 327, 7342, 20 REDCLIFFE, CHARLOTTE, Allen, Female,
825.0, 94107, California, SAN FRANCISCO, 408, 217, 1629, 0 INDIANA, EVELYN, Wright, Female,
826.0, 48185, Michigan, Westland, 517, 376, 1366, 129 VENOY, SCOTT, Murray, Male,
827.0, 84118, Utah, Kearns, 801, 964, 2653, 19 CASTLE OAKS, GARY, Brooks, Male,
828.0, 46947, Indiana, LOGANSPORT, 574, 753, 5834, 42 OAKLAND, MARK, Combs, Male,
829.0, 78734, Texas, AUSTIN, 512, 267, 8357, 13 AGUILA, PAMELA, Henderson, Female,
830.0, 37660, Tennessee, KINGSPORT, 276, 203, 6929, 42 CHEEKWOOD, ROBERT, Bailey, Male,
831.0, 54901, Wisconsin, OSHKOSH, 920, 230, 1429, 3 HUDSON, DAWN, Worden, Female,
832.0, 85016, Arizona, Phoenix, 480, 308, 8261, 66 23RD, JULIA, Watt, Female,
833.0, 12180, New York, Troy, 518, 283, 2887, 19 CENTERVIEW, BARBARA, Goncalves, Female,
834.0, 71457, Louisiana, Natchitoches, 318, 609, 7645, 6 RIVER BEND, SHAWN, Skinner, Male,
835.0, 53151, Wisconsin, New Berlin, 920, 838, 2994, 53 TIFFANY, DON, Tucker, Male,
836.0, 68128, Nebraska, La Vista, 402, 331, 0331, 45 SKINNER, RONALD, Tobias, Male,
837.0, 11209, New York, Brooklyn, 718, 491, 5985, 582 WALKER, JERRY, Odum, Male,
838.0, 67576, Kansas, Saint John, 620, 549, 4714, 5 LAMOREUX, HARRY, Palmieri, Male,
839.0, 02081, Massachusetts, WALPOLE, 508, 816, 2451, 21 BETH, ELIZABETH, Culp, Female,
840.0, 49855, Michigan, MARQUETTE, 906, 321, 4679, 70 SCHAFFER, CAROL, Goff, Female,
841.0, 68164, Nebraska, Omaha, 402, 964, 5813, 126 HILLTOP, ELIZABETH, Simmons, Female,
842.0, 60457, Illinois, HICKORY HILLS, 331, 452, 2213, 78 CHRISTINA, THERESA, Zank, Female,
843.0, 91750, California, La Verne, 909, 392, 5390, 71 TOWNE CENTER, LYNWOOD, Dalton, Male,
844.0, 61614, Illinois, PEORIA, 309, 428, 0888, 55 TETON, SAMUEL, Griffeth, Male,
845.0, 93638, California, Madera, 559, 661, 9208, 106 CLIFTON, MABEL, Lee, Female,
846.0, 73107, Oklahoma, Oklahoma City, 405, 605, 3485, 34 3RD, JENNIFER, Getty, Female,
847.0, 92672, California, San Clemente, 949, 498, 0413, 3 HOWARD, BENJAMIN, Sparks, Male,
848.0, 61356, Illinois, Princeton, 815, 303, 2301, 29 1500 NORTH, MARITZA, Cole, Female,
849.0, 61443, Illinois, KEWANEE, 309, 853, 0189, 20 MIDLAND, WALTER, Segrest, Male,
850.0, 38843, Mississippi, Fulton, 662, 862, 4257, 24 SEGARS, JOSHUA, Mitchell, Male,
851.0, 64055, Missouri, INDEPENDENCE, 660, 227, 5377, 66 MONTCLAIR, JOSHUA, Barnett, Male,
852.0, 37620, Tennessee, Bristol, 276, 698, 4594, 14 OVERBROOK, JOHN, Minton, Male,
853.0, 76067, Texas, Mineral Wells, 940, 327, 7928, 20 CROSS POST, HEATHER, Coats, Female,
854.0, 50613, Iowa, Cedar Falls, 319, 273, 4314, 50 SHIRLEY, MARY, Carroll, Female,
855.0, 59701, Montana, Butte, 406, 494, 3628, 20 YELLOW ROSE, JODIE, Kiser, Female,
856.0, 59601, Montana, HELENA, 406, 380, 0357, 55 CAMELOT, JENNIFER, Koehler, Female,
857.0, 22801, Virginia, Harrisonburg, 540, 246, 8974, 34 CENTRAL PARK, KIM, Webb, Female,
858.0, 02905, Rhode Island, PROVIDENCE, 401, 274, 8881, 31 LEHIGH, KARIN, Jurgens, Female,
859.0, 89108, Nevada, Las Vegas, 702, 658, 4638, 27 REDBERRY, EDWARD, Cox, Male,
860.0, 29615, South Carolina, Greenville, 803, 800, 4818, 16 ANDROMEDA, TIMOTHY, Tart, Male,
861.0, 78744, Texas, AUSTIN, 512, 812, 6953, 69 SINGLEFOOT, THERON, Kirby, Male,
862.0, 98275, Washington, EVERETT, 425, 315, 4089, 49 GENERAL DELIVERY, MICHAEL, Bailey, Male,
863.0, 38316, Tennessee, BRADFORD, 731, 742, 5330, 2 FLOYD GRIFFIN, MARY, Steen, Female,
864.0, 46750, Indiana, HUNTINGTON, 260, 359, 0295, 34 PARK HILL, JERRY, Berkeley, Male,
865.0, 85225, Arizona, MESA, 480, 732, 0617, 115 LAFAYETTE, CATHY, Smith, Female,
866.0, 13820, New York, ONEONTA, 607, 435, 2463, 34 ONEILL, DAVID, Boynton, Male,
867.0, 81212, Colorado, Canon City, 719, 275, 9878, 18 ASPEN, FREDERICK, Lopez, Male,
868.0, 88021, New Mexico, ANTHONY, 575, 882, 5649, 8 VISNAGA, RICHARD, Jones, Male,
869.0, 11206, New York, Brooklyn, 212, 300, 1377, 137 WALLABOUT, BONNIE, Bull, Female,
870.0, 30110, Georgia, Bremen, 770, 537, 1843, 31 HURST MILL, CHARLES, Twitchell, Male,
871.0, 72501, Arkansas, Batesville, 870, 262, 3176, 4 STARK SPRINGS, HELEN, Spalding, Female,
872.0, 02864, Rhode Island, ASHTON, 401, 333, 4465, 32 CYNTHIA, KATHLEEN, Mcanally, Female,
873.0, 47274, Indiana, SEYMOUR, 217, 779, 3211, 12 ERNEST, ERNESTINA, Herrera, Female,
874.0, 24541, Virginia, Danville, 434, 850, 9008, 44 COLQUOHOUN, MELISSA, King, Female,
875.0, 91770, California, Rosemead, 626, 288, 4703, 66 AGNOLO, CALVIN, Milton, Male,
876.0, 48446, Michigan, LAPEER, 810, 245, 3305, 39 MOCKINGBIRD, SANDY, Meyer, Female,
877.0, 20601, Maryland, WALDORF, 301, 638, 5688, 12 HITCHING POST, ALFONSO, Cain, Male,
878.0, 06457, Connecticut, MIDDLETOWN, 860, 347, 2815, 51 TRAINING HILL, JUSTIN, Loe, Male,
879.0, 11746, New York, Huntington Station, 516, 367, 0702, 47 HOMEWOOD, JUAN, Williams, Male,
880.0, 98264, Washington, Lynden, 360, 318, 3213, 53 CLEMATIS, JON, Fulton, Male,
881.0, 43551, Ohio, PERRYSBURG, 419, 662, 2682, 1 SHAWNEE, LEONA, Robles, Female,
882.0, 48322, Michigan, West Bloomfield, 248, 865, 5253, 38 TIVERTON, JANET, Dewey, Female,
883.0, 77092, Texas, HOUSTON, 281, 308, 6374, 59 SUNTANTI, LORI, Logan, Female,
884.0, 79912, Texas, El Paso, 915, 799, 5241, 16 DIANJOU, CLARENCE, Dobson, Male,
885.0, 37091, Tennessee, Lewisburg, 931, 270, 4437, 30 3RD, TAMMERA, Webb, Female,
886.0, 71270, Louisiana, Ruston, 318, 242, 1508, 3 UNIVERSITY, DORIS, Berry, Female,
887.0, 14850, New York, Ithaca, 607, 274, 7279, 66 COLEGROVE, MARY, Neagle, Female,
888.0, 07087, New Jersey, UNION CITY, 732, 691, 9199, 729 46TH, MARY, Murray, Female,
889.0, 44120, Ohio, SHAKER HEIGHTS, 216, 752, 1622, 268 FONTENAY, LEIGH, Mitchell, Female,
890.0, 98022, Washington, Enumclaw, 360, 663, 0785, 18 HIGHPOINT, VIRGINIA, Flores, Female,
891.0, 48205, Michigan, DETROIT, 313, 521, 2433, 490 JANE, ADRIENNE, Short, Female,
892.0, 54311, Wisconsin, GREEN BAY, 920, 883, 0451, 18 STONE PILLAR, JUSTIN, Kitson, Male,
893.0, 07094, New Jersey, Secaucus, 862, 757, 9987, 92 MINNIE, LISA, Evans, Female,
894.0, 48435, Michigan, FOSTORIA, 989, 795, 2387, 1 GOODRICH, RACHAEL, Doering, Female,
895.0, 45750, Ohio, LOWELL, 740, 585, 2709, 10 SUMMIT, WILLIAM, Martin, Male,
896.0, 33950, Florida, Punta Gorda, 941, 575, 3102, 8 BOOTH, MARIA, Davidson, Female,
897.0, 06355, Connecticut, MYSTIC, 860, 536, 4541, 30 RICHMOND, BETTY, Ho, Female,
